Product Name, Year Month , Warehouse Inventory ,Inventory Cost Per Unit,Product ID
Garmin Approach S4 Golf GPS Watch,201607,0,0.97797,107
Total Gym 1400,201607,0,0.14036,108
Garmin Forerunner 910XT GPS Watch,201607,0,1.46434,109
Titleist Club Glove Travel Cover,201607,0,2.0312,110
GoPro HERO3+ Black Edition Camera,201607,0,0.75042,111
Diamondback Boys' Insight 24 Performance Hybr,201607,0,1.0299,112
Diamondback Girls' Clarity 24 Hybrid Bike 201,201607,0,0.95999,113
Stiga Master Series ST3100 Competition Indoor,201607,0,1.93642,114
SOLE E35 Elliptical,201607,19,1.35133,115
Bushnell Pro X7 Jolt Slope Rangefinder,201607,10,0.71248,116
SOLE E25 Elliptical,201607,30,1.08246,117
Bowflex SelectTech 1090 Dumbbells,201607,18,0.13271,118
Perfect Fitness Perfect Rip Deck,201606,211,1.18549,1
Nike Men's Dri-FIT Victory Golf Polo,201606,417,0.82901,2
O'Brien Men's Neoprene Life Vest,201606,190,0.40214,3
Nike Men's Free 5.0+ Running Shoe,201606,307,0.89084,4
Under Armour Girls' Toddler Spine Surge Runni,201606,81,0.78677,5
Nike Men's CJ Elite 2 TD Football Cleat,201606,82,2.00835,6
Field & Stream Sportsman 16 Gun Fire Safe,201606,131,1.99896,7
Pelican Sunstream 100 Kayak,201606,55,2.26268,8
Diamondback Women's Serene Classic Comfort Bi,201606,109,0.87985,9
ENO Atlas Hammock Straps,201606,13,1.43359,10
Nike Men's Comfort 2 Slide,201606,1,2.06565,11
adidas Youth Germany Black/Red Away Match Soc,201606,5,1.71709,12
Team Golf St. Louis Cardinals Putter Grip,201606,1,1.87768,13
LIJA Women's Eyelet Sleeveless Golf Polo,201606,1,1.61481,14
adidas Men's F10 Messi TRX FG Soccer Cleat,201606,28,0.80823,15
Glove It Women's Imperial Golf Glove,201606,4,0.36177,16
Glove It Imperial Golf Towel,201606,9,2.11287,17
Bridgestone e6 Straight Distance NFL Carolina,201606,22,1.09614,18
Glove It Women's Mod Oval 3-Zip Carry All Gol,201606,4,2.00742,19
Columbia Men's PFG Anchor Tough T-Shirt,201606,2,1.02685,20
Under Armour Women's Ignite Slide,201606,1,2.18586,21
Team Golf Tennessee Volunteers Putter Grip,201606,1,1.77674,22
Titleist Pro V1x High Numbers Personalized Go,201606,0,1.07446,23
Nike Men's Deutschland Weltmeister Winners Bl,201606,2,1.15332,24
Bridgestone e6 Straight Distance NFL San Dieg,201606,0,2.28164,25
Nike Women's Tempo Shorts,201606,1,1.57255,26
Team Golf Texas Longhorns Putter Grip,201606,2,0.5364,27
Hirzl Women's Soffft Flex Golf Glove,201606,9,1.05888,28
Clicgear 8.0 Shoe Brush,201606,6,0.71068,29
Hirzl Women's Hybrid Golf Glove,201606,13,0.20821,30
Team Golf Pittsburgh Steelers Putter Grip,201606,5,0.60011,31
Top Flite Women's 2017 XL Hybrid,201606,0,1.35883,32
Glove It Urban Brick Golf Towel,201606,2,1.19464,33
Nike Dri-FIT Crew Sock 6 Pack,201606,0,1.91108,34
TYR Boys' Team Digi Jammer,201606,9,1.35515,35
Team Golf San Francisco Giants Putter Grip,201606,6,1.46688,36
Clicgear Rovic Cooler Bag,201606,13,1.46389,37
Hirzl Men's Hybrid Golf Glove,201606,5,0.15263,38
Titleist Pro V1x Golf Balls,201606,1,2.252,39
adidas Men's Germany Black Crest Away Tee,201606,13,0.4189,40
Titleist Pro V1 High Numbers Personalized Gol,201606,2,1.1438,41
Under Armour Women's Micro G Skulpt Running S,201606,2,2.22047,42
Under Armour Hustle Storm Medium Duffle Bag,201606,0,0.53475,43
Under Armour Women's Ignite PIP VI Slide,201606,1,0.30086,44
Bag Boy Beverage Holder,201606,6,1.12419,45
Under Armour Men's Tech II T-Shirt,201606,1,2.29671,46
Team Golf New England Patriots Putter Grip,201606,9,0.2204,47
Under Armour Men's Compression EV SL Slide,201606,0,0.1395,48
Bridgestone e6 Straight Distance NFL Tennesse,201606,10,0.81946,49
Glove It Women's Mod Oval Golf Glove,201606,0,0.90173,50
Titleist Pro V1x High Numbers Golf Balls,201606,9,1.55865,51
Nike Women's Legend V-Neck T-Shirt,201606,1,1.37856,52
Under Armour Kids' Mercenary Slide,201606,1,0.32009,53
adidas Kids' F5 Messi FG Soccer Cleat,201606,9,2.034,54
Children's heaters,201606,0,0.83727,55
Web Camera,201606,0,2.11793,56
Dell Laptop,201606,33,0.63669,57
Porcelain crafts,201606,0,0.48313,58
Sports Books,201606,0,1.29887,59
DVDs,201606,0,1.13783,60
Industrial consumer electronics,201606,0,0.48768,61
Fighting video games,201606,0,1.68304,62
Summer dresses,201606,0,0.75499,63
Lawn mower,201606,0,0.11182,64
Adult dog supplies,201606,0,0.63686,65
Rock music,201606,0,1.68552,66
Elevation Training Mask 2.0,201606,0,1.28761,67
LIJA Women's Mid-Length Panel Golf Shorts,201606,0,1.86812,68
Toys,201606,0,1.32797,69
Brooks Women's Ghost 6 Running Shoe,201606,0,0.10829,70
Bag Boy M330 Push Cart,201606,0,1.40155,71
Merrell Women's Grassbow Sport Hiking Shoe,201606,0,1.55602,72
Nike Men's Free TR 5.0 TB Training Shoe,201606,0,0.21469,73
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201606,0,1.00895,74
First aid kit,201606,0,1.66089,75
CDs of rock,201606,0,1.84032,76
Polar FT4 Heart Rate Monitor,201606,0,0.98266,77
LIJA Women's Argyle Golf Polo,201606,0,1.29457,78
TaylorMade White Smoke IN-12 Putter,201606,0,1.47026,79
Fitbit The One Wireless Activity & Sleep Trac,201606,0,1.34924,80
Nike Kids' Grade School KD VI Basketball Shoe,201606,0,1.03941,81
The North Face Women's Recon Backpack,201606,0,1.1801,82
Smart watch,201606,0,1.54239,83
Baby sweater,201606,0,1.95761,84
MDGolf Pittsburgh Penguins Putter,201606,0,2.32223,85
Men's gala suit,201606,0,2.04327,86
Merrell Men's All Out Flash Trail Running Sho,201606,0,1.39561,87
Garmin Approach S3 Golf GPS Watch,201606,0,0.3348,88
LIJA Women's Button Golf Dress,201606,0,2.17633,89
Cleveland Golf Women's 588 RTX CB Satin Chrom,201606,0,0.88038,90
Merrell Women's Siren Mid Waterproof Hiking B,201606,0,1.98608,91
TaylorMade Women's RBZ SL Rescue,201606,0,2.07351,92
Mio ALPHA Heart Rate Monitor/Sport Watch,201606,0,0.80054,93
TaylorMade 2017 Purelite Stand Bag,201606,0,0.18,94
Cleveland Golf Collegiate My Custom Wedge 588,201606,0,1.95956,95
adidas Brazuca 2017 Official Match Ball,201606,0,1.86795,96
Nike Men's Fingertrap Max Training Shoe,201606,0,2.17702,97
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201606,0,0.16517,98
Nike Men's Kobe IX Elite Low Basketball Shoe,201606,0,1.55561,99
Ogio Race Golf Shoes,201606,0,2.27368,100
insta-bed Neverflat Air Mattress,201606,0,0.76755,101
GolfBuddy VT3 GPS Watch,201606,0,1.2083,102
Merrell Women's Grassbow Sport Waterproof Hik,201606,0,2.25981,103
Titleist Small Wheeled Travel Cover,201606,0,0.31841,104
Polar Loop Activity Tracker,201606,0,1.87077,105
Pelican Maverick 100X Kayak,201606,0,1.94927,106
Garmin Approach S4 Golf GPS Watch,201606,0,1.34553,107
Total Gym 1400,201606,0,0.51864,108
Garmin Forerunner 910XT GPS Watch,201606,0,1.43029,109
Titleist Club Glove Travel Cover,201606,0,2.34453,110
GoPro HERO3+ Black Edition Camera,201606,0,0.92438,111
Diamondback Boys' Insight 24 Performance Hybr,201606,0,2.24989,112
Diamondback Girls' Clarity 24 Hybrid Bike 201,201606,0,1.28482,113
Stiga Master Series ST3100 Competition Indoor,201606,0,1.5036,114
SOLE E35 Elliptical,201606,3,0.62486,115
Bushnell Pro X7 Jolt Slope Rangefinder,201606,28,1.59053,116
SOLE E25 Elliptical,201606,1,2.19423,117
Bowflex SelectTech 1090 Dumbbells,201606,7,0.43965,118
Perfect Fitness Perfect Rip Deck,201605,884,2.13911,1
Nike Men's Dri-FIT Victory Golf Polo,201605,204,1.85538,2
O'Brien Men's Neoprene Life Vest,201605,136,1.46267,3
Nike Men's Free 5.0+ Running Shoe,201605,261,2.24123,4
Under Armour Girls' Toddler Spine Surge Runni,201605,212,2.03571,5
Nike Men's CJ Elite 2 TD Football Cleat,201605,17,1.42351,6
Field & Stream Sportsman 16 Gun Fire Safe,201605,32,2.29813,7
Pelican Sunstream 100 Kayak,201605,95,0.9796,8
Diamondback Women's Serene Classic Comfort Bi,201605,39,0.81197,9
ENO Atlas Hammock Straps,201605,2,1.27434,10
Nike Men's Comfort 2 Slide,201605,0,1.78395,11
adidas Youth Germany Black/Red Away Match Soc,201605,16,0.38547,12
Team Golf St. Louis Cardinals Putter Grip,201605,10,0.93383,13
LIJA Women's Eyelet Sleeveless Golf Polo,201605,17,1.85429,14
adidas Men's F10 Messi TRX FG Soccer Cleat,201605,34,1.55229,15
Glove It Women's Imperial Golf Glove,201605,3,0.28524,16
Glove It Imperial Golf Towel,201605,1,0.79307,17
Bridgestone e6 Straight Distance NFL Carolina,201605,10,0.38621,18
Glove It Women's Mod Oval 3-Zip Carry All Gol,201605,4,0.22796,19
Columbia Men's PFG Anchor Tough T-Shirt,201605,6,0.71828,20
Under Armour Women's Ignite Slide,201605,0,2.08293,21
Team Golf Tennessee Volunteers Putter Grip,201605,2,0.70987,22
Titleist Pro V1x High Numbers Personalized Go,201605,3,1.14465,23
Nike Men's Deutschland Weltmeister Winners Bl,201605,16,0.17243,24
Bridgestone e6 Straight Distance NFL San Dieg,201605,4,1.5226,25
Nike Women's Tempo Shorts,201605,6,0.49427,26
Team Golf Texas Longhorns Putter Grip,201605,8,2.11849,27
Hirzl Women's Soffft Flex Golf Glove,201605,0,1.69198,28
Clicgear 8.0 Shoe Brush,201605,17,1.0454,29
Hirzl Women's Hybrid Golf Glove,201605,0,2.11366,30
Team Golf Pittsburgh Steelers Putter Grip,201605,16,0.18631,31
Top Flite Women's 2017 XL Hybrid,201605,0,1.26954,32
Glove It Urban Brick Golf Towel,201605,12,0.9881,33
Nike Dri-FIT Crew Sock 6 Pack,201605,2,0.8386,34
TYR Boys' Team Digi Jammer,201605,0,0.14644,35
Team Golf San Francisco Giants Putter Grip,201605,0,2.11995,36
Clicgear Rovic Cooler Bag,201605,14,1.21957,37
Hirzl Men's Hybrid Golf Glove,201605,0,2.19624,38
Titleist Pro V1x Golf Balls,201605,22,0.98089,39
adidas Men's Germany Black Crest Away Tee,201605,0,0.68737,40
Titleist Pro V1 High Numbers Personalized Gol,201605,1,0.65375,41
Under Armour Women's Micro G Skulpt Running S,201605,14,1.95669,42
Under Armour Hustle Storm Medium Duffle Bag,201605,5,0.99097,43
Under Armour Women's Ignite PIP VI Slide,201605,0,2.04797,44
Bag Boy Beverage Holder,201605,5,1.91926,45
Under Armour Men's Tech II T-Shirt,201605,6,0.54303,46
Team Golf New England Patriots Putter Grip,201605,17,0.23768,47
Under Armour Men's Compression EV SL Slide,201605,3,0.54119,48
Bridgestone e6 Straight Distance NFL Tennesse,201605,0,1.08734,49
Glove It Women's Mod Oval Golf Glove,201605,0,2.28935,50
Titleist Pro V1x High Numbers Golf Balls,201605,0,0.51456,51
Nike Women's Legend V-Neck T-Shirt,201605,0,0.94176,52
Under Armour Kids' Mercenary Slide,201605,31,2.24923,53
adidas Kids' F5 Messi FG Soccer Cleat,201605,0,0.99629,54
Children's heaters,201605,0,0.52322,55
Web Camera,201605,0,0.32893,56
Dell Laptop,201605,10,2.12622,57
Porcelain crafts,201605,0,1.99173,58
Sports Books,201605,0,2.05665,59
DVDs,201605,0,1.55972,60
Industrial consumer electronics,201605,0,1.46544,61
Fighting video games,201605,0,0.85518,62
Summer dresses,201605,0,0.83074,63
Lawn mower,201605,0,1.74725,64
Adult dog supplies,201605,0,0.48358,65
Rock music,201605,0,2.07781,66
Elevation Training Mask 2.0,201605,0,0.47667,67
LIJA Women's Mid-Length Panel Golf Shorts,201605,0,0.50912,68
Toys,201605,0,0.13567,69
Brooks Women's Ghost 6 Running Shoe,201605,0,0.23134,70
Bag Boy M330 Push Cart,201605,0,0.64534,71
Merrell Women's Grassbow Sport Hiking Shoe,201605,0,0.80779,72
Nike Men's Free TR 5.0 TB Training Shoe,201605,0,0.64395,73
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201605,0,0.39506,74
First aid kit,201605,0,2.15566,75
CDs of rock,201605,0,1.76203,76
Polar FT4 Heart Rate Monitor,201605,0,1.30349,77
LIJA Women's Argyle Golf Polo,201605,0,1.31295,78
TaylorMade White Smoke IN-12 Putter,201605,0,1.25762,79
Fitbit The One Wireless Activity & Sleep Trac,201605,0,1.96366,80
Nike Kids' Grade School KD VI Basketball Shoe,201605,0,1.4842,81
The North Face Women's Recon Backpack,201605,0,1.33361,82
Smart watch,201605,0,0.43295,83
Baby sweater,201605,0,1.20155,84
MDGolf Pittsburgh Penguins Putter,201605,0,0.51315,85
Men's gala suit,201605,0,1.41843,86
Merrell Men's All Out Flash Trail Running Sho,201605,0,1.65225,87
Garmin Approach S3 Golf GPS Watch,201605,0,0.29273,88
LIJA Women's Button Golf Dress,201605,0,0.35156,89
Cleveland Golf Women's 588 RTX CB Satin Chrom,201605,0,2.33107,90
Merrell Women's Siren Mid Waterproof Hiking B,201605,0,1.60541,91
TaylorMade Women's RBZ SL Rescue,201605,0,1.4386,92
Mio ALPHA Heart Rate Monitor/Sport Watch,201605,0,0.32252,93
TaylorMade 2017 Purelite Stand Bag,201605,0,0.31111,94
Cleveland Golf Collegiate My Custom Wedge 588,201605,0,1.00709,95
adidas Brazuca 2017 Official Match Ball,201605,0,1.74993,96
Nike Men's Fingertrap Max Training Shoe,201605,0,0.3313,97
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201605,0,1.70418,98
Nike Men's Kobe IX Elite Low Basketball Shoe,201605,0,0.14746,99
Ogio Race Golf Shoes,201605,0,1.48784,100
insta-bed Neverflat Air Mattress,201605,0,1.21703,101
GolfBuddy VT3 GPS Watch,201605,0,0.79572,102
Merrell Women's Grassbow Sport Waterproof Hik,201605,0,2.28649,103
Titleist Small Wheeled Travel Cover,201605,0,0.62707,104
Polar Loop Activity Tracker,201605,0,1.59848,105
Pelican Maverick 100X Kayak,201605,0,1.23978,106
Garmin Approach S4 Golf GPS Watch,201605,0,1.62302,107
Total Gym 1400,201605,1,0.87654,108
Garmin Forerunner 910XT GPS Watch,201605,0,1.14273,109
Titleist Club Glove Travel Cover,201605,0,0.96956,110
GoPro HERO3+ Black Edition Camera,201605,0,1.50395,111
Diamondback Boys' Insight 24 Performance Hybr,201605,0,0.11299,112
Diamondback Girls' Clarity 24 Hybrid Bike 201,201605,0,1.08007,113
Stiga Master Series ST3100 Competition Indoor,201605,0,1.94622,114
SOLE E35 Elliptical,201605,19,2.27974,115
Bushnell Pro X7 Jolt Slope Rangefinder,201605,23,1.00704,116
SOLE E25 Elliptical,201605,11,2.32105,117
Bowflex SelectTech 1090 Dumbbells,201605,35,2.01251,118
Perfect Fitness Perfect Rip Deck,201604,481,2.29265,1
Nike Men's Dri-FIT Victory Golf Polo,201604,156,0.87258,2
O'Brien Men's Neoprene Life Vest,201604,470,1.80975,3
Nike Men's Free 5.0+ Running Shoe,201604,343,1.52666,4
Under Armour Girls' Toddler Spine Surge Runni,201604,367,0.14551,5
Nike Men's CJ Elite 2 TD Football Cleat,201604,233,2.04171,6
Field & Stream Sportsman 16 Gun Fire Safe,201604,154,0.36175,7
Pelican Sunstream 100 Kayak,201604,9,0.53641,8
Diamondback Women's Serene Classic Comfort Bi,201604,42,1.75277,9
ENO Atlas Hammock Straps,201604,5,0.68379,10
Nike Men's Comfort 2 Slide,201604,20,1.72595,11
adidas Youth Germany Black/Red Away Match Soc,201604,13,0.94702,12
Team Golf St. Louis Cardinals Putter Grip,201604,5,0.11145,13
LIJA Women's Eyelet Sleeveless Golf Polo,201604,4,0.29865,14
adidas Men's F10 Messi TRX FG Soccer Cleat,201604,3,0.635,15
Glove It Women's Imperial Golf Glove,201604,10,0.28336,16
Glove It Imperial Golf Towel,201604,12,0.48969,17
Bridgestone e6 Straight Distance NFL Carolina,201604,1,1.49474,18
Glove It Women's Mod Oval 3-Zip Carry All Gol,201604,0,0.41787,19
Columbia Men's PFG Anchor Tough T-Shirt,201604,6,1.57877,20
Under Armour Women's Ignite Slide,201604,3,1.75116,21
Team Golf Tennessee Volunteers Putter Grip,201604,6,0.70787,22
Titleist Pro V1x High Numbers Personalized Go,201604,0,1.03424,23
Nike Men's Deutschland Weltmeister Winners Bl,201604,20,0.25823,24
Bridgestone e6 Straight Distance NFL San Dieg,201604,0,0.86349,25
Nike Women's Tempo Shorts,201604,0,0.18565,26
Team Golf Texas Longhorns Putter Grip,201604,0,1.5212,27
Hirzl Women's Soffft Flex Golf Glove,201604,6,0.54874,28
Clicgear 8.0 Shoe Brush,201604,1,0.56424,29
Hirzl Women's Hybrid Golf Glove,201604,4,0.37563,30
Team Golf Pittsburgh Steelers Putter Grip,201604,24,1.67018,31
Top Flite Women's 2017 XL Hybrid,201604,11,2.10424,32
Glove It Urban Brick Golf Towel,201604,5,1.65731,33
Nike Dri-FIT Crew Sock 6 Pack,201604,4,0.46672,34
TYR Boys' Team Digi Jammer,201604,14,2.03652,35
Team Golf San Francisco Giants Putter Grip,201604,0,1.84713,36
Clicgear Rovic Cooler Bag,201604,0,0.33661,37
Hirzl Men's Hybrid Golf Glove,201604,11,1.96437,38
Titleist Pro V1x Golf Balls,201604,2,0.26592,39
adidas Men's Germany Black Crest Away Tee,201604,7,2.32414,40
Titleist Pro V1 High Numbers Personalized Gol,201604,4,0.14576,41
Under Armour Women's Micro G Skulpt Running S,201604,0,0.54468,42
Under Armour Hustle Storm Medium Duffle Bag,201604,2,0.94814,43
Under Armour Women's Ignite PIP VI Slide,201604,0,1.23136,44
Bag Boy Beverage Holder,201604,8,1.85035,45
Under Armour Men's Tech II T-Shirt,201604,2,1.17677,46
Team Golf New England Patriots Putter Grip,201604,10,2.01338,47
Under Armour Men's Compression EV SL Slide,201604,0,1.89714,48
Bridgestone e6 Straight Distance NFL Tennesse,201604,0,2.25064,49
Glove It Women's Mod Oval Golf Glove,201604,0,1.08236,50
Titleist Pro V1x High Numbers Golf Balls,201604,10,0.70135,51
Nike Women's Legend V-Neck T-Shirt,201604,7,2.05172,52
Under Armour Kids' Mercenary Slide,201604,0,1.02905,53
adidas Kids' F5 Messi FG Soccer Cleat,201604,22,0.79125,54
Children's heaters,201604,0,0.56062,55
Web Camera,201604,0,0.89959,56
Dell Laptop,201604,22,1.76333,57
Porcelain crafts,201604,0,1.36162,58
Sports Books,201604,0,0.37109,59
DVDs,201604,0,2.29672,60
Industrial consumer electronics,201604,0,1.44253,61
Fighting video games,201604,0,0.15062,62
Summer dresses,201604,0,1.54871,63
Lawn mower,201604,0,1.02127,64
Adult dog supplies,201604,0,1.99748,65
Rock music,201604,0,1.58323,66
Elevation Training Mask 2.0,201604,0,1.27188,67
LIJA Women's Mid-Length Panel Golf Shorts,201604,1,1.69334,68
Toys,201604,0,1.62628,69
Brooks Women's Ghost 6 Running Shoe,201604,0,1.78767,70
Bag Boy M330 Push Cart,201604,0,0.34847,71
Merrell Women's Grassbow Sport Hiking Shoe,201604,0,0.11817,72
Nike Men's Free TR 5.0 TB Training Shoe,201604,0,1.61978,73
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201604,0,0.30579,74
First aid kit,201604,0,1.91627,75
CDs of rock,201604,0,1.56492,76
Polar FT4 Heart Rate Monitor,201604,0,1.50728,77
LIJA Women's Argyle Golf Polo,201604,0,0.45105,78
TaylorMade White Smoke IN-12 Putter,201604,0,2.07312,79
Fitbit The One Wireless Activity & Sleep Trac,201604,0,1.34064,80
Nike Kids' Grade School KD VI Basketball Shoe,201604,0,1.19785,81
The North Face Women's Recon Backpack,201604,0,1.48206,82
Smart watch,201604,0,0.6794,83
Baby sweater,201604,0,1.53259,84
MDGolf Pittsburgh Penguins Putter,201604,0,1.64117,85
Men's gala suit,201604,0,1.82756,86
Merrell Men's All Out Flash Trail Running Sho,201604,0,1.80519,87
Garmin Approach S3 Golf GPS Watch,201604,0,1.85814,88
LIJA Women's Button Golf Dress,201604,0,2.20186,89
Cleveland Golf Women's 588 RTX CB Satin Chrom,201604,0,0.41808,90
Merrell Women's Siren Mid Waterproof Hiking B,201604,0,0.43511,91
TaylorMade Women's RBZ SL Rescue,201604,0,0.56423,92
Mio ALPHA Heart Rate Monitor/Sport Watch,201604,0,2.08587,93
TaylorMade 2017 Purelite Stand Bag,201604,0,0.74176,94
Cleveland Golf Collegiate My Custom Wedge 588,201604,0,1.95428,95
adidas Brazuca 2017 Official Match Ball,201604,0,0.61215,96
Nike Men's Fingertrap Max Training Shoe,201604,0,1.40323,97
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201604,0,1.48434,98
Nike Men's Kobe IX Elite Low Basketball Shoe,201604,0,1.8469,99
Ogio Race Golf Shoes,201604,0,2.21486,100
insta-bed Neverflat Air Mattress,201604,0,2.24098,101
GolfBuddy VT3 GPS Watch,201604,0,1.33665,102
Merrell Women's Grassbow Sport Waterproof Hik,201604,0,1.98791,103
Titleist Small Wheeled Travel Cover,201604,0,1.0586,104
Polar Loop Activity Tracker,201604,0,2.10973,105
Pelican Maverick 100X Kayak,201604,0,2.02964,106
Garmin Approach S4 Golf GPS Watch,201604,0,1.8832,107
Total Gym 1400,201604,0,0.28673,108
Garmin Forerunner 910XT GPS Watch,201604,0,1.74491,109
Titleist Club Glove Travel Cover,201604,0,1.34606,110
GoPro HERO3+ Black Edition Camera,201604,0,1.16101,111
Diamondback Boys' Insight 24 Performance Hybr,201604,0,2.15388,112
Diamondback Girls' Clarity 24 Hybrid Bike 201,201604,0,2.1221,113
Stiga Master Series ST3100 Competition Indoor,201604,0,1.0446,114
SOLE E35 Elliptical,201604,32,0.70215,115
Bushnell Pro X7 Jolt Slope Rangefinder,201604,26,1.31438,116
SOLE E25 Elliptical,201604,18,1.69954,117
Bowflex SelectTech 1090 Dumbbells,201604,16,0.39891,118
Perfect Fitness Perfect Rip Deck,201603,543,1.57635,1
Nike Men's Dri-FIT Victory Golf Polo,201603,78,1.02936,2
O'Brien Men's Neoprene Life Vest,201603,83,0.62865,3
Nike Men's Free 5.0+ Running Shoe,201603,333,0.21305,4
Under Armour Girls' Toddler Spine Surge Runni,201603,189,1.37123,5
Nike Men's CJ Elite 2 TD Football Cleat,201603,199,0.5104,6
Field & Stream Sportsman 16 Gun Fire Safe,201603,32,1.04703,7
Pelican Sunstream 100 Kayak,201603,125,1.63432,8
Diamondback Women's Serene Classic Comfort Bi,201603,31,0.30119,9
ENO Atlas Hammock Straps,201603,7,1.77863,10
Nike Men's Comfort 2 Slide,201603,3,1.42105,11
adidas Youth Germany Black/Red Away Match Soc,201603,13,2.30696,12
Team Golf St. Louis Cardinals Putter Grip,201603,0,2.08283,13
LIJA Women's Eyelet Sleeveless Golf Polo,201603,0,0.95717,14
adidas Men's F10 Messi TRX FG Soccer Cleat,201603,6,2.00387,15
Glove It Women's Imperial Golf Glove,201603,1,1.48931,16
Glove It Imperial Golf Towel,201603,5,0.67446,17
Bridgestone e6 Straight Distance NFL Carolina,201603,0,1.47516,18
Glove It Women's Mod Oval 3-Zip Carry All Gol,201603,10,0.53306,19
Columbia Men's PFG Anchor Tough T-Shirt,201603,14,0.28895,20
Under Armour Women's Ignite Slide,201603,0,1.90228,21
Team Golf Tennessee Volunteers Putter Grip,201603,1,1.60181,22
Titleist Pro V1x High Numbers Personalized Go,201603,0,0.81899,23
Nike Men's Deutschland Weltmeister Winners Bl,201603,10,0.30204,24
Bridgestone e6 Straight Distance NFL San Dieg,201603,6,1.47463,25
Nike Women's Tempo Shorts,201603,8,1.75323,26
Team Golf Texas Longhorns Putter Grip,201603,10,1.29905,27
Hirzl Women's Soffft Flex Golf Glove,201603,0,0.36961,28
Clicgear 8.0 Shoe Brush,201603,10,1.14786,29
Hirzl Women's Hybrid Golf Glove,201603,0,1.58529,30
Team Golf Pittsburgh Steelers Putter Grip,201603,32,0.72993,31
Top Flite Women's 2017 XL Hybrid,201603,18,1.75257,32
Glove It Urban Brick Golf Towel,201603,7,1.9474,33
Nike Dri-FIT Crew Sock 6 Pack,201603,2,1.38243,34
TYR Boys' Team Digi Jammer,201603,6,1.64793,35
Team Golf San Francisco Giants Putter Grip,201603,0,2.18234,36
Clicgear Rovic Cooler Bag,201603,2,2.16479,37
Hirzl Men's Hybrid Golf Glove,201603,2,1.87436,38
Titleist Pro V1x Golf Balls,201603,7,0.97374,39
adidas Men's Germany Black Crest Away Tee,201603,3,1.51019,40
Titleist Pro V1 High Numbers Personalized Gol,201603,8,0.85858,41
Under Armour Women's Micro G Skulpt Running S,201603,0,1.69609,42
Under Armour Hustle Storm Medium Duffle Bag,201603,2,0.45712,43
Under Armour Women's Ignite PIP VI Slide,201603,4,0.31301,44
Bag Boy Beverage Holder,201603,5,1.4573,45
Under Armour Men's Tech II T-Shirt,201603,0,0.89925,46
Team Golf New England Patriots Putter Grip,201603,8,0.7012,47
Under Armour Men's Compression EV SL Slide,201603,0,0.69622,48
Bridgestone e6 Straight Distance NFL Tennesse,201603,1,0.90391,49
Glove It Women's Mod Oval Golf Glove,201603,2,2.20982,50
Titleist Pro V1x High Numbers Golf Balls,201603,4,0.88575,51
Nike Women's Legend V-Neck T-Shirt,201603,7,1.34217,52
Under Armour Kids' Mercenary Slide,201603,0,0.6882,53
adidas Kids' F5 Messi FG Soccer Cleat,201603,4,0.69851,54
Children's heaters,201603,0,0.57257,55
Web Camera,201603,0,0.86801,56
Dell Laptop,201603,18,0.88961,57
Porcelain crafts,201603,0,1.9722,58
Sports Books,201603,0,2.18756,59
DVDs,201603,0,1.42007,60
Industrial consumer electronics,201603,0,2.29179,61
Fighting video games,201603,0,0.46759,62
Summer dresses,201603,0,0.85205,63
Lawn mower,201603,2,1.49465,64
Adult dog supplies,201603,2,0.67643,65
Rock music,201603,0,1.43338,66
Elevation Training Mask 2.0,201603,0,1.54443,67
LIJA Women's Mid-Length Panel Golf Shorts,201603,0,0.27565,68
Toys,201603,0,1.82408,69
Brooks Women's Ghost 6 Running Shoe,201603,0,1.53452,70
Bag Boy M330 Push Cart,201603,0,0.38311,71
Merrell Women's Grassbow Sport Hiking Shoe,201603,0,2.05745,72
Nike Men's Free TR 5.0 TB Training Shoe,201603,0,1.07245,73
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201603,0,1.58733,74
First aid kit,201603,0,0.72476,75
CDs of rock,201603,0,0.95234,76
Polar FT4 Heart Rate Monitor,201603,0,0.65596,77
LIJA Women's Argyle Golf Polo,201603,0,0.90431,78
TaylorMade White Smoke IN-12 Putter,201603,0,1.2504,79
Fitbit The One Wireless Activity & Sleep Trac,201603,0,0.16466,80
Nike Kids' Grade School KD VI Basketball Shoe,201603,0,1.65672,81
The North Face Women's Recon Backpack,201603,0,1.73927,82
Smart watch,201603,2,0.4253,83
Baby sweater,201603,0,0.43425,84
MDGolf Pittsburgh Penguins Putter,201603,0,1.92178,85
Men's gala suit,201603,0,0.83577,86
Merrell Men's All Out Flash Trail Running Sho,201603,0,2.10856,87
Garmin Approach S3 Golf GPS Watch,201603,0,0.32092,88
LIJA Women's Button Golf Dress,201603,0,0.20471,89
Cleveland Golf Women's 588 RTX CB Satin Chrom,201603,0,0.48368,90
Merrell Women's Siren Mid Waterproof Hiking B,201603,0,0.26645,91
TaylorMade Women's RBZ SL Rescue,201603,0,1.67525,92
Mio ALPHA Heart Rate Monitor/Sport Watch,201603,0,0.60926,93
TaylorMade 2017 Purelite Stand Bag,201603,0,1.66804,94
